,idx
RAMP3,20192
RAN,20193
RANBP1,20194
RANBP2,20195
RANBP3,20196
RANBP3-DT,20197
RANBP3L,20198
RANBP6,20199
RANBP9,20200
RANBP10,20201
RANBP17,20202
RANGAP1,20203
RANGRF,20204
RAP1A,20205
RAP1B,20206
RAP1GAP,20207
RAP1GAP2,20208
RAP1GDS1,20209
RAP2A,20210
RAP2B,20211
RAP2C,20212
RAP2C-AS1,20213
RAPGEF1,20214
RAPGEF2,20215
RAPGEF3,20216
RAPGEF4,20217
RAPGEF4-AS1,20218
RAPGEF5,20219
RAPGEF6,20220
RAPGEFL1,20221
RAPH1,20222
RAPSN,20223
RARA,20224
RARA-AS1,20225
RARB,20226
RARG,20227
RARRES1,20228
RARRES2,20229
RARS1,20230
RARS2,20231
RASA1,20232
RASA2,20233
RASA2-IT1,20234
RASA3,20235
RASA3-IT1,20236
RASA4,20237
RASA4B,20238
RASAL1,20239
RASAL2,20240
RASAL2-AS1,20241
RASAL3,20242
RASD1,20243
RASD2,20244
RASEF,20245
RASGEF1A,20246
RASGEF1B,20247
RASGEF1C,20248
RASGRF1,20249
RASGRF2,20250
RASGRF2-AS1,20251
RASGRP1,20252
RASGRP2,20253
RASGRP3,20254
RASGRP3-AS1,20255
RASGRP4,20256
RASIP1,20257
RASL10A,20258
RASL10B,20259
RASL11A,20260
RASL11B,20261
RASL12,20262
RASSF1,20263
RASSF1-AS1,20264
RASSF2,20265
RASSF3,20266
RASSF3-DT,20267
RASSF4,20268
RASSF5,20269
RASSF6,20270
RASSF7,20271
RASSF8,20272
RASSF8-AS1,20273
RASSF9,20274
RASSF10,20275
RASSF10-DT,20276
RAVER1,20277
RAVER2,20278
RAX,20279
RAX2,20280
RB1,20281
RB1-DT,20282
RB1CC1,20283
RBAK,20284
RBAK-RBAKDN,20285
RBAKDN,20286
RBBP4,20287
RBBP5,20288
RBBP6,20289
RBBP7,20290
RBBP8,20291
RBBP8NL,20292
RBBP9,20293
RBCK1,20294
RBFA,20295
RBFADN,20296
RBFOX1,20297
RBFOX2,20298
RBFOX3,20299
RBIS,20300
RBKS,20301
RBL1,20302
RBL2,20303
RBM3,20304
RBM4,20305
RBM4B,20306
RBM5,20307
RBM5-AS1,20308
RBM6,20309
RBM7,20310
RBM8A,20311
RBM10,20312
RBM11,20313
RBM12,20314
RBM12B,20315
RBM12B-AS1,20316
RBM12B-DT,20317
RBM14,20318
RBM14-RBM4,20319
RBM15,20320
RBM15-AS1,20321
RBM15B,20322
RBM17,20323
RBM18,20324
RBM19,20325
RBM20,20326
RBM22,20327
RBM23,20328
RBM24,20329
RBM25,20330
RBM25-AS1,20331
RBM26,20332
RBM26-AS1,20333
RBM27,20334
RBM28,20335
RBM33,20336
RBM33-DT,20337
RBM34,20338
RBM38,20339
RBM38-AS1,20340
RBM39,20341
RBM41,20342
RBM42,20343
RBM43,20344
RBM44,20345
RBM45,20346
RBM46,20347
RBM47,20348
RBM48,20349
RBMS1,20350
RBMS2,20351
RBMS3,20352
RBMS3-AS1,20353
RBMS3-AS2,20354
RBMS3-AS3,20355
RBMX,20356
RBMX2,20357
RBMXL1,20358
RBMXL2,20359
RBMXL3,20360
RBMY1A1,20361
RBMY1B,20362
RBMY1D,20363
RBMY1E,20364
RBMY1F,20365
RBMY1J,20366
RBP1,20367
RBP2,20368
RBP3,20369
RBP4,20370
RBP5,20371
RBP7,20372
RBPJ,20373
RBPJL,20374
RBPMS,20375
RBPMS-AS1,20376
RBPMS2,20377
RBSN,20378
RBX1,20379
RC3H1,20380
RC3H1-DT,20381
RC3H1-IT1,20382
RC3H2,20383
RCAN1,20384
RCAN2,20385
RCAN2-DT,20386
RCAN3,20387
RCAN3AS,20388
RCBTB1,20389
RCBTB2,20390
RCC1,20391
RCC1L,20392
RCC2,20393
RCC2-AS1,20394
RCCD1,20395
RCCD1-AS1,20396
RCE1,20397
RCHY1,20398
RCL1,20399
RCN1,20400
RCN2,20401
RCN3,20402
RCOR1,20403
RCOR2,20404
RCOR3,20405
RCSD1,20406
RCVRN,20407
RD3,20408
RD3L,20409
RDH5,20410
RDH8,20411
RDH10,20412
RDH10-AS1,20413
RDH11,20414
RDH12,20415
RDH13,20416
RDH14,20417
RDH16,20418
RDM1,20419
RDUR,20420
RDX,20421
REC8,20422
REC114,20423
RECK,20424
RECQL,20425
RECQL4,20426
RECQL5,20427
REELD1,20428
REEP1,20429
REEP2,20430
REEP3,20431
REEP4,20432
REEP5,20433
REEP6,20434
REG1A,20435
REG1B,20436
REG3A,20437
REG3G,20438
REG4,20439
REL,20440
REL-DT,20441
RELA,20442
RELA-DT,20443
RELB,20444
RELCH,20445
RELL1,20446
RELL2,20447
RELN,20448
RELT,20449
REM1,20450
REM2,20451
REN,20452
RENBP,20453
RENO1,20454
REP15,20455
REPIN1,20456
REPIN1-AS1,20457
REPS1,20458
REPS2,20459
RER1,20460
RERE,20461
RERE-AS1,20462
RERG,20463
RERG-AS1,20464
RERG-IT1,20465
RERGL,20466
RESF1,20467
RESP18,20468
REST,20469
RET,20470
RETN,20471
RETNLB,20472
RETREG1,20473
RETREG1-AS1,20474
RETREG2,20475
RETREG3,20476
RETSAT,20477
REV1,20478
REV3L,20479
REV3L-IT1,20480
REX1BD,20481
REXO1,20482
REXO2,20483
REXO4,20484
REXO5,20485
RFC1,20486
RFC2,20487
RFC3,20488
RFC4,20489
RFC5,20490
RFESD,20491
RFFL,20492
RFK,20493
RFLNA,20494
RFLNB,20495
RFNG,20496
RFPL1,20497
RFPL1S,20498
RFPL2,20499
RFPL3,20500
RFPL3S,20501
RFPL4A,20502
RFPL4AL1,20503
RFPL4B,20504
RFT1,20505
RFTN1,20506
RFTN2,20507
RFWD3,20508
RFX1,20509
RFX2,20510
RFX3,20511
RFX3-DT,20512
RFX4,20513
RFX5,20514
RFX5-AS1,20515
RFX6,20516
RFX7,20517
RFX8,20518
RFXANK,20519
RFXAP,20520
RGCC,20521
RGL1,20522
RGL2,20523
RGL3,20524
RGL4,20525
RGMA,20526
RGMB,20527
RGMB-AS1,20528
RGN,20529
RGP1,20530
RGPD1,20531
RGPD2,20532
RGPD3,20533
RGPD4,20534
RGPD4-AS1,20535
RGPD5,20536
RGPD6,20537
RGPD8,20538
RGR,20539
RGS1,20540
RGS2,20541
RGS2-AS1,20542
RGS3,20543
RGS4,20544
RGS5,20545
RGS5-AS1,20546
RGS6,20547
RGS7,20548
RGS7BP,20549
RGS8,20550
RGS9,20551
RGS9BP,20552
RGS10,20553
RGS11,20554
RGS12,20555
RGS13,20556
RGS14,20557
RGS16,20558
RGS17,20559
RGS18,20560
RGS19,20561
RGS20,20562
RGS21,20563
RGS22,20564
RGSL1,20565
RHAG,20566
RHBDD1,20567
RHBDD2,20568
RHBDD3,20569
RHBDF1,20570
RHBDF2,20571
RHBDL1,20572
RHBDL2,20573
RHBDL3,20574
RHBG,20575
RHCE,20576
RHCG,20577
RHD,20578
RHEB,20579
RHEBL1,20580
RHEX,20581
RHNO1,20582
RHO,20583
RHOA,20584
RHOA-IT1,20585
RHOB,20586
RHOBTB1,20587
RHOBTB2,20588
RHOBTB3,20589
RHOC,20590
RHOD,20591
RHOF,20592
RHOG,20593
RHOH,20594
RHOJ,20595
RHOQ,20596
RHOQ-AS1,20597
RHOT1,20598
RHOT2,20599
RHOU,20600
RHOV,20601
RHOXF1,20602
RHOXF1-AS1,20603
RHOXF2,20604
RHOXF2B,20605
RHPN1,20606
RHPN1-AS1,20607
RHPN2,20608
RIBC1,20609
RIBC2,20610
RIC1,20611
RIC3,20612
RIC3-DT,20613
RIC8A,20614
RIC8B,20615
RICTOR,20616
RIDA,20617
RIF1,20618
RIGI,20619
RIIAD1,20620
RILP,20621
RILPL1,20622
RILPL2,20623
RIMBP2,20624
RIMBP3,20625
RIMBP3B,20626
RIMBP3C,20627
RIMKLA,20628
RIMKLB,20629
RIMOC1,20630
RIMS1,20631
RIMS2,20632
RIMS3,20633
RIMS4,20634
RIN1,20635
RIN2,20636
RIN3,20637
RING1,20638
RINL,20639
RINT1,20640
RIOK1,20641
RIOK2,20642
RIOK3,20643
RIOX1,20644
RIOX2,20645
RIPK1,20646
RIPK2,20647
RIPK2-DT,20648
PARAIL,20648
RIPK3,20649
RIPK4,20650
RIPOR1,20651
RIPOR2,20652
RIPOR3,20653
RIPOR3-AS1,20654
RIPPLY1,20655
RIPPLY2,20656
RIPPLY3,20657
RIT1,20658
RIT2,20659
RITA1,20660
RLBP1,20661
RLF,20662
RLIG1,20663
RLIM,20664
RLN1,20665
RLN2,20666
RLN3,20667
RMC1,20668
RMDN1,20669
RMDN2,20670
RMDN2-AS1,20671
RMDN3,20672
RMEL3,20673
RMI1,20674
RMI2,20675
RMND1,20676
RMND5A,20677
RMND5B,20678
RMRP,20679
RMST,20680
RN7SK,20681
RN7SL1,20682
RN7SL2,20683
RN7SL3,20684
RNA5-8S5,20685
RNA5-8SN1,20686
RNA5-8SN2,20687
RNA5-8SN3,20688
RNA5-8SN4,20689
RNA5-8SN5,20690
RNA5S1,20691
RNA5S2,20692
RNA5S3,20693
RNA5S4,20694
RNA5S5,20695
RNA5S6,20696
RNA5S7,20697
RNA5S8,20698
RNA5S9,20699
RNA5S10,20700
RNA5S11,20701
RNA5S12,20702
RNA5S13,20703
RNA5S14,20704
RNA5S15,20705
RNA5S16,20706
RNA5S17,20707
RNA18S5,20708
RNA28S5,20709
RNA45S5,20710
RNA45SN1,20711
RNA45SN2,20712
RNA45SN3,20713
RNA45SN4,20714
RNA45SN5,20715
RNASE1,20716
RNASE2,20717
RNASE3,20718
RNASE4,20719
RNASE6,20720
RNASE7,20721
RNASE8,20722
RNASE9,20723
RNASE10,20724
RNASE11,20725
RNASE12,20726
RNASE13,20727
RNASEH1,20728
RNASEH1-DT,20729
RNASEH2A,20730
RNASEH2B,20731
RNASEH2B-AS1,20732
RNASEH2C,20733
RNASEK,20734
RNASEK-C17orf49,20735
RNASEL,20736
RNASET2,20737
RND1,20738
RND2,20739
RND3,20740
RNF2,20741
RNF4,20742
RNF5,20743
RNF6,20744
RNF7,20745
RNF8,20746
RNF10,20747
RNF11,20748
RNF13,20749
RNF14,20750
RNF17,20751
RNF19A,20752
RNF19B,20753
RNF20,20754
RNF24,20755
RNF25,20756
RNF26,20757
RNF31,20758
RNF32,20759
RNF32-AS1,20760
RNF32-DT,20761
RNF34,20762
RNF38,20763
RNF39,20764
RNF40,20765
RNF41,20766
RNF43,20767
RNF44,20768
RNF103,20769
RNF103-CHMP3,20770
RNF111,20771
RNF112,20772
RNF113A,20773
RNF113B,20774
RNF114,20775
RNF115,20776
RNF121,20777
RNF122,20778
RNF123,20779
RNF125,20780
RNF126,20781
RNF128,20782
RNF130,20783
RNF133,20784
RNF135,20785
RNF138,20786
RNF139,20787
RNF139-DT,20788
RNF141,20789
RNF144A,20790
RNF144B,20791
RNF145,20792
RNF146,20793
RNF148,20794
RNF149,20795
RNF150,20796
RNF151,20797
RNF152,20798
RNF157,20799
RNF157-AS1,20800
RNF166,20801
RNF167,20802
RNF168,20803
RNF169,20804
RNF170,20805
RNF175,20806
RNF180,20807
RNF181,20808
RNF182,20809
RNF183,20810
RNF185,20811
RNF185-AS1,20812
RNF186,20813
RNF187,20814
RNF207,20815
RNF207-AS1,20816
RNF208,20817
RNF212,20818
RNF212B,20819
RNF213,20820
RNF213-AS1,20821
RNF214,20822
RNF215,20823
RNF216,20824
RNF216-IT1,20825
RNF217,20826
RNF217-AS1,20827
RNF220,20828
RNF222,20829
RNF223,20830
RNF224,20831
RNF225,20832
RNF227,20833
RNFT1,20834
RNFT1-DT,20835
RNFT2,20836
RNGTT,20837
RNH1,20838
RNLS,20839
RNMT,20840
RNPC3,20841
RNPC3-DT,20842
RNPEP,20843
RNPEPL1,20844
RNPS1,20845
RNU1-1,20846
RNU1-2,20847
RNU1-3,20848
RNU1-4,20849
RNU2-1,20850
RNU4-1,20851
RNU4-2,20852
RNU4ATAC,20853
RNU5A-1,20854
RNU5B-1,20855
RNU5D-1,20856
RNU5E-1,20857
RNU5F-1,20858
RNU6-1,20859
RNU6-2,20860
RNU6-7,20861
RNU6-8,20862
RNU6-9,20863
RNU6ATAC,20864
RNU7-1,20865
RNU11,20866
RNU12,20867
RNU105B,20868
RNU105C,20869
RNVU1-1,20870
RNVU1-2,20871
RNVU1-2A,20872
RNVU1-3,20873
RNVU1-4,20874
RNVU1-6,20875
RNVU1-7,20876
RNVU1-8,20877
RNVU1-14,20878
RNVU1-15,20879
RNVU1-17,20880
RNVU1-18,20881
RNVU1-19,20882
RNVU1-20,20883
RNVU1-21,20884
RNVU1-22,20885
RNVU1-23,20886
RNVU1-24,20887
RNVU1-25,20888
RNVU1-26,20889
RNVU1-27,20890
RNVU1-28,20891
RNVU1-29,20892
RNVU1-30,20893
RNVU1-31,20894
RNVU1-32,20895
RNVU1-33,20896
RNVU1-34,20897
RO60,20898
ROBO1,20899
ROBO2,20900
ROBO3,20901
ROBO4,20902
ROCK1,20903
ROCK2,20904
ROCR,20905
ROGDI,20906
ROM1,20907
ROMO1,20908
ROPN1,20909
ROPN1B,20910
ROPN1L,20911
ROPN1L-AS1,20912
ROR1,20913
ROR1-AS1,20914
ROR2,20915
RORA,20916
RORA-AS1,20917
RORA-AS2,20918
RORB,20919
RORB-AS1,20920
RORC,20921
ROS1,20922
RP1,20923
RP1L1,20924
RP2,20925
RP9,20926
RPA1,20927
RPA2,20928
RPA3,20929
RPA4,20930
RPAIN,20931
RPAP1,20932
RPAP2,20933
RPAP3,20934
RPAP3-DT,20935
RPE,20936
RPE65,20937
RPEL1,20938
RPF1,20939
RPF2,20940
RPGR,20941
RPGRIP1,20942
RPGRIP1L,20943
RPH3A,20944
RPH3AL,20945
RPH3AL-AS1,20946
RPH3AL-AS2,20947
RPIA,20948
RPL3,20949
RPL3L,20950
RPL4,20951
RPL5,20952
RPL6,20953
RPL7,20954
RPL7A,20955
RPL7L1,20956
RPL8,20957
RPL9,20958
RPL10,20959
RPL10A,20960
RPL10L,20961
RPL11,20962
RPL12,20963
RPL13,20964
RPL13A,20965
RPL14,20966
RPL15,20967
RPL17,20968
RPL17-C18orf32,20969
RPL18,20970
RPL18A,20971
RPL19,20972
RPL21,20973
RPL22,20974
RPL22L1,20975
RPL23,20976
RPL23A,20977
RPL24,20978
RPL26,20979
RPL26L1,20980
RPL26L1-AS1,20981
RPL27,20982
RPL27A,20983
RPL28,20984
RPL29,20985
RPL30,20986
RPL30-AS1,20987
RPL31,20988
RPL32,20989
RPL34,20990
RPL34-DT,20991
RPL35,20992
RPL35A,20993
RPL36,20994
RPL36A,20995
RPL36A-HNRNPH2,20996
RPL36AL,20997
RPL37,20998
RPL37A,20999
RPL37A-DT,21000
RPL38,21001
RPL39,21002
RPL39L,21003
RPL41,21004
RPLP0,21005
RPLP1,21006
RPLP2,21007
RPN1,21008
RPN2,21009
RPP14,21010
RPP21,21011
RPP25,21012
RPP25L,21013
RPP30,21014
RPP38,21015
RPP38-DT,21016
RPP40,21017
RPPH1,21018
RPRD1A,21019
RPRD1B,21020
RPRD2,21021
RPRM,21022
RPRML,21023
RPS2,21024
RPS3,21025
RPS3A,21026
RPS4X,21027
RPS4Y1,21028
RPS4Y2,21029
RPS5,21030
RPS6,21031
RPS6KA1,21032
RPS6KA2,21033
RPS6KA2-AS1,21034
RPS6KA2-IT1,21035
RPS6KA3,21036
RPS6KA4,21037
RPS6KA5,21038
RPS6KA6,21039
RPS6KB1,21040
RPS6KB2,21041
RPS6KB2-AS1,21042
RPS6KC1,21043
RPS6KL1,21044
RPS7,21045
RPS8,21046
RPS9,21047
RPS10,21048
RPS10-NUDT3,21049
RPS11,21050
RPS12,21051
RPS13,21052
RPS14,21053
RPS15,21054
RPS15A,21055
RPS16,21056
RPS17,21057
RPS18,21058
RPS19,21059
RPS19BP1,21060
RPS20,21061
RPS21,21062
RPS21-DT,21063
RPS23,21064
RPS24,21065
RPS25,21066
RPS26,21067
RPS27,21068
RPS27A,21069
RPS27L,21070
RPS28,21071
RPS29,21072
RPSA,21073
RPSA2,21074
RPTN,21075
RPTOR,21076
RPUSD1,21077
RPUSD2,21078
RPUSD3,21079
RPUSD4,21080
RRAD,21081
RRAGA,21082
RRAGAP1-AS1,21083
RRAGB,21084
RRAGC,21085
RRAGC-DT,21086
RRAGD,21087
RRAS,21088
RRAS2,21089
RRBP1,21090
RREB1,21091
RRH,21092
RRM1,21093
RRM1-AS1,21094
RRM2,21095
RRM2B,21096
RRN3,21097
RRP1,21098
RRP1B,21099
RRP7A,21100
RRP8,21101
RRP9,21102
RRP12,21103
RRP15,21104
RRP36,21105
RRS1,21106
RRS1-DT,21107
RS1,21108
RSAD1,21109
RSAD2,21110
RSBN1,21111
RSBN1L,21112
RSC1A1,21113
RSF1,21114
RSF1-IT1,21115
RSF1-IT2,21116
RSKR,21117
RSL1D1,21118
RSL1D1-DT,21119
RSL24D1,21120
RSPH1,21121
RSPH3,21122
RSPH4A,21123
RSPH6A,21124
RSPH9,21125
RSPH10B,21126
RSPH10B2,21127
RSPH14,21128
RSPO1,21129
RSPO2,21130
RSPO3,21131
RSPO4,21132
RSPRY1,21133
RSRC1,21134
RSRC2,21135
RSRP1,21136
RSU1,21137
RTBDN,21138
RTCA,21139
RTCA-AS1,21140
RTCB,21141
RTEL1,21142
RTEL1-TNFRSF6B,21143
RTF1,21144
RTF2,21145
RTKN,21146
RTKN2,21147
RTL1,21148
RTL3,21149
RTL4,21150
RTL5,21151
RTL6,21152
RTL8A,21153
RTL8B,21154
RTL8C,21155
RTL9,21156
RTL10,21157
RTN1,21158
RTN2,21159
RTN3,21160
RTN4,21161
RTN4IP1,21162
RTN4R,21163
RTN4RL1,21164
RTN4RL2,21165
RTP1,21166
RTP2,21167
RTP3,21168
RTP4,21169
RTP5,21170
RTRAF,21171
RTTN,21172
RUBCN,21173
RUBCNL,21174
RUFY1,21175
RUFY1-AS1,21176
RUFY2,21177
RUFY3,21178
RUFY4,21179
RUNDC1,21180
RUNDC3A,21181
RUNDC3A-AS1,21182
RUNDC3B,21183
RUNX1,21184
RUNX1-IT1,21185
RUNX1T1,21186
RUNX2,21187
RUNX2-AS1,21188
RUNX3,21189
RUNX3-AS1,21190
RUSC1,21191
RUSC1-AS1,21192
RUSC2,21193
RUSF1,21194
RUSF1-DT,21195
RUVBL1,21196
RUVBL1-AS1,21197
RUVBL2,21198
RWDD1,21199
RWDD2A,21200
RWDD2B,21201
RWDD3,21202
RWDD3-DT,21203
RWDD4,21204
RXFP1,21205
RXFP2,21206
RXFP3,21207
RXFP4,21208
RXRA,21209
RXRB,21210
RXRG,21211
RXYLT1,21212
RXYLT1-AS1,21213
RYBP,21214
RYK,21215
RYR1,21216
RYR2,21217
RYR3,21218
RYR3-DT,21219
S1PR1,21220
S1PR1-DT,21221
S1PR2,21222
S1PR3,21223
S1PR4,21224
S1PR5,21225
S100A1,21226
S100A2,21227
S100A3,21228
S100A4,21229
S100A5,21230
S100A6,21231
S100A7,21232
S100A7A,21233
S100A8,21234
S100A9,21235
S100A10,21236
S100A11,21237
S100A12,21238
S100A13,21239
S100A14,21240
S100A16,21241
S100B,21242
S100G,21243
S100P,21244
S100PBP,21245
S100Z,21246
SAA1,21247
SAA2,21248
SAA2-SAA4,21249
SAA4,21250
SAAL1,21251
SAC3D1,21252
SACM1L,21253
SACS,21254
SACS-AS1,21255
SAE1,21256
SAFB,21257
SAFB2,21258
SAG,21259
SAGE1,21260
SALL1,21261
SALL2,21262
SALL3,21263
SALL4,21264
SALRNA1,21265
SALRNA2,21266
SALRNA3,21267
SAMD1,21268
SAMD3,21269
SAMD4A,21270
SAMD4A-AS1,21271
SAMD4B,21272
SAMD5,21273
SAMD7,21274
SAMD8,21275
SAMD9,21276
SAMD9L,21277
SAMD10,21278
SAMD11,21279
SAMD12,21280
SAMD12-AS1,21281
SAMD13,21282
SAMD14,21283
SAMD15,21284
SAMHD1,21285
SAMM50,21286
SAMMSON,21287
SAMSN1,21288
SAMSN1-AS1,21289
SANBR,21290
SAP18,21291
SAP25,21292
SAP30,21293
SAP30-DT,21294
SAP30BP,21295
SAP30L,21296
SAP30L-AS1,21297
SAP130,21298
SAPCD1,21299
SAPCD1-AS1,21300
SAPCD2,21301
SAR1A,21302
SAR1B,21303
SARAF,21304
SARDH,21305
SARM1,21306
SARNP,21307
SARS1,21308
SARS2,21309
SART1,21310
SART3,21311
SASH1,21312
SASH3,21313
SASS6,21314
SAT1,21315
SAT2,21316
SATB1,21317
SATB1-AS1,21318
SATB2,21319
SATB2-AS1,21320
SATL1,21321
SAV1,21322
SAXO1,21323
SAXO2,21324
SAYSD1,21325
SBDS,21326
SBF1,21327
SBF2,21328
SBF2-AS1,21329
SBK1,21330
SBK2,21331
SBK3,21332
SBNO1,21333
SBNO1-AS1,21334
SBNO2,21335
SBSN,21336
SBSPON,21337
SC5D,21338
SCAANT1,21339
SCAF1,21340
SCAF4,21341
SCAF8,21342
SCAF11,21343
SCAI,21344
SCAMP1,21345
SCAMP1-AS1,21346
SCAMP2,21347
SCAMP3,21348
SCAMP4,21349
SCAMP5,21350
SCAND1,21351
SCAND3,21352
SCAP,21353
SCAPER,21354
SCARA3,21355
SCARA5,21356
SCARB1,21357
SCARB2,21358
SCARF1,21359
SCARF2,21360
SCARNA1,21361
SCARNA2,21362
SCARNA3,21363
SCARNA4,21364
SCARNA5,21365
SCARNA6,21366
SCARNA7,21367
SCARNA8,21368
SCARNA9,21369
SCARNA10,21370
SCARNA11,21371
SCARNA12,21372
SCARNA13,21373
SCARNA14,21374
SCARNA15,21375
SCARNA16,21376
SCARNA17,21377
SCARNA18,21378
SCARNA18B,21379
SCARNA20,21380
SCARNA21,21381
SCARNA21B,21382
SCARNA22,21383
SCARNA23,21384
SCARNA26A,21385
SCARNA26B,21386
SCARNA27,21387
SCARNA28,21388
SCART1,21389
SCAT1,21390
SCAT2,21391
SCAT8,21392
SCCPDH,21393
SCD,21394
SCD5,21395
SCEL,21396
SCEL-AS1,21397
SCFD1,21398
SCFD2,21399
SCG2,21400
SCG3,21401
SCG5,21402
SCG5-AS1,21403
SCGB1A1,21404
SCGB1C1,21405
SCGB1C2,21406
SCGB1D1,21407
SCGB1D2,21408
SCGB1D4,21409
SCGB2A1,21410
SCGB2A2,21411
SCGB2B2,21412
SCGB3A1,21413
SCGB3A2,21414
SCGN,21415
SCHIP1,21416
SCHLAP1,21417
SCIMP,21418
SCIN,21419
SCIRT,21420
SCLT1,21421
SCLY,21422
SCMH1,21423
SCMH1-DT,21424
SCML1,21425
SCML2,21426
SCML4,21427
SCN1A,21428
SCN1A-AS1,21429
SCN1B,21430
SCN2A,21431
SCN2B,21432
SCN3A,21433
SCN3B,21434
SCN4A,21435
SCN4B,21436
SCN5A,21437
SCN7A,21438
SCN8A,21439
SCN9A,21440
SCN10A,21441
SCN11A,21442
SCNM1,21443
SCNN1A,21444
SCNN1B,21445
SCNN1D,21446
SCNN1G,21447
SCO1,21448
SCO2,21449
SCOC,21450
SCOC-AS1,21451
SCP2,21452
SCP2D1,21453
SCP2D1-AS1,21454
SCPEP1,21455
SCRG1,21456
SCRIB,21457
SCRN1,21458
SCRN2,21459
SCRN3,21460
SCRT1,21461
SCRT2,21462
SCT,21463
SCTR,21464
SCTR-AS1,21465
SCUBE1,21466
SCUBE1-AS1,21467
SCUBE1-AS2,21468
SCUBE2,21469
SCUBE3,21470
SCUBE3-AS1,21471
SCX,21472
SCYGR1,21473
SCYGR2,21474
SCYGR3,21475
SCYGR4,21476
SCYGR5,21477
SCYGR6,21478
SCYGR7,21479
SCYGR8,21480
SCYGR9,21481
SCYGR10,21482
SCYL1,21483
SCYL2,21484
SCYL3,21485
SDAD1,21486
SDAD1-AS1,21487
SDC1,21488
SDC2,21489
SDC3,21490
SDC4,21491
SDCBP,21492
SDCBP2,21493
SDCBP2-AS1,21494
SDCCAG8,21495
SDE2,21496
SDF2,21497
SDF2L1,21498
SDF4,21499
SDHA,21500
SDHAF1,21501
SDHAF2,21502
SDHAF3,21503
SDHAF4,21504
SDHB,21505
SDHC,21506
SDHD,21507
SDIM1,21508
SDK1,21509
SDK1-AS1,21510
SDK2,21511
SDR9C7,21512
SDR16C5,21513
SDR39U1,21514
SDR42E1,21515
SDR42E2,21516
SDS,21517
SDSL,21518
SEBOX,21519
SEC11A,21520
SEC11C,21521
SEC13,21522
SEC14L1,21523
SEC14L2,21524
SEC14L3,21525
SEC14L4,21526
SEC14L5,21527
SEC14L6,21528
SEC16A,21529
SEC16B,21530
SEC22A,21531
SEC22B,21532
SEC22C,21533
SEC23A,21534
SEC23A-AS1,21535
SEC23B,21536
SEC23IP,21537
SEC24A,21538
SEC24B,21539
SEC24B-AS1,21540
SEC24C,21541
SEC24D,21542
SEC31A,21543
SEC31B,21544
SEC61A1,21545
SEC61A2,21546
SEC61B,21547
SEC61G,21548
SEC61G-DT,21549
SEC62,21550
SEC62-AS1,21551
SEC63,21552
SECISBP2,21553
SECISBP2L,21554
SECTM1,21555
SEH1L,21556
SEL1L,21557
SEL1L2,21558
SEL1L3,21559
SELE,21560
SELENBP1,21561
SELENOF,21562
SELENOH,21563
SELENOI,21564
SELENOK,21565
SELENOM,21566
SELENON,21567
SELENOO,21568
SELENOO-AS1,21569
SELENOP,21570
SELENOS,21571
SELENOT,21572
SELENOV,21573
SELENOW,21574
SELL,21575
SELP,21576
SELPLG,21577
SEM1,21578
SEMA3A,21579
SEMA3B,21580
SEMA3B-AS1,21581
SEMA3C,21582
SEMA3D,21583
SEMA3E,21584
SEMA3F,21585
SEMA3F-AS1,21586
SEMA3G,21587
SEMA4A,21588
SEMA4B,21589
SEMA4C,21590
SEMA4D,21591
SEMA4F,21592
SEMA4G,21593
SEMA5A,21594
SEMA5A-AS1,21595
SEMA5B,21596
SEMA6A,21597
SEMA6A-AS1,21598
SEMA6A-AS2,21599
SEMA6B,21600
SEMA6C,21601
SEMA6D,21602
SEMA7A,21603
SEMG1,21604
SEMG2,21605
SENCR,21606
SENP1,21607
SENP2,21608
SENP3,21609
SENP3-EIF4A1,21610
SENP5,21611
SENP6,21612
SENP7,21613
SENP8,21614
SEPHS1,21615
SEPHS2,21616
SEPSECS,21617
SEPSECS-AS1,21618
SEPTIN1,21619
SEPTIN2,21620
SEPTIN3,21621
SEPTIN4,21622
SEPTIN4-AS1,21623
SEPTIN5,21624
SEPTIN6,21625
SEPTIN7,21626
SEPTIN7-DT,21627
SEPTIN8,21628
SEPTIN9,21629
SEPTIN9-DT,21630
SEPTIN10,21631
SEPTIN11,21632
SEPTIN12,21633
SEPTIN14,21634
SERAC1,21635
SERBP1,21636
SERF1A,21637
SERF1B,21638
SERF2,21639
SERGEF,21640
SERHL2,21641
SERINC1,21642
SERINC2,21643
SERINC3,21644
SERINC4,21645
SERINC5,21646
SERP1,21647
SERP2,21648
SERPINA1,21649
SERPINA2,21650
SERPINA3,21651
SERPINA4,21652
SERPINA5,21653
SERPINA6,21654
SERPINA7,21655
SERPINA9,21656
SERPINA10,21657
SERPINA11,21658
SERPINA12,21659
SERPINB1,21660
SERPINB2,21661
SERPINB3,21662
SERPINB4,21663
SERPINB5,21664
SERPINB6,21665
SERPINB7,21666
SERPINB8,21667
SERPINB9,21668
SERPINB10,21669
SERPINB11,21670
SERPINB12,21671
SERPINB13,21672
SERPINC1,21673
SERPIND1,21674
SERPINE1,21675
SERPINE2,21676
SERPINE3,21677
SERPINF1,21678
SERPINF2,21679
SERPING1,21680
SERPINH1,21681
SERPINI1,21682
SERPINI2,21683
SERTAD1,21684
SERTAD2,21685
SERTAD3,21686
SERTAD3-AS1,21687
SERTAD4,21688
SERTAD4-AS1,21689
SERTM1,21690
SERTM2,21691
